perturbagen,threshold,min_m,min_c,min_n1,min_a2,min_a3,min_ap,min_a4,min_c5
Doxorubicin,0.5,-0.050237238459573466,-0.21237751704049285,-0.2471838866770106,-0.4201527388512752,-0.18316039115087576,-0.144388629507699,-0.3131396217380915,-0.2592701548170622
Doxorubicin,0.85,-0.05866672896713936,-0.25845131272937916,-0.4991445556534576,-0.5887359986095594,-0.196615333327686,-0.1529366919877451,-0.36376044941339236,-0.3067404646112491
Doxorubicin,1,-0.0660882235086769,-0.24366763172096015,-0.568612634502117,-0.6630116533417294,-0.1956424192127027,-0.16611268548363547,-0.3460245673280613,-0.33821458458349407
Entinostat,0,-0.0796890598914416,-0.0798650815492847,-0.11990343255261157,-0.059113559365586585,-0.07214897202090127,-0.071763885289244,-0.06336165363247925,-0.06182589140678384
Entinostat,0.26,-0.0838742983960937,-0.12006458854376892,-0.202989016383849,-0.22870528192827952,-0.0762319692504192,-0.07981600054168958,-0.06987870132935989,-0.06783025537496269
Entinostat,0.5,-0.08751706075182111,-0.15038419860245122,-0.3574177981904414,-0.33593542130966314,-0.07334893097555417,-0.07061434333033088,-0.09086583587410509,-0.0768523176245504
Entinostat,0.85,-0.10088023298384728,-0.18279227249836816,-0.5428292454768017,-0.50722594149858,-0.08106157017438587,-0.028473230939736905,-0.17197852955040938,-0.1315573680206172
Entinostat,1,-0.09930478669394109,-0.21194113628333744,-0.6174218495882298,-0.5516027288644502,-0.11322586652958751,-0.04372837824236524,-0.18208584797347982,-0.15472314390747727
Everolimus,0,-0.10557789711966017,-0.12343840104859811,-0.07462300421813026,-0.15303180332946162,-0.03844255396399072,-0.07388972223749604,-0.0377504069386348,-0.06720868488380126
Everolimus,0.26,-0.11200791604715807,-0.1430652331869281,-0.1398475038666743,-0.25301096231190995,-0.06254575508039327,-0.08236708680905899,-0.0388863491500958,-0.07850551246200006
Everolimus,0.5,-0.11050452585798713,-0.1609466510066163,-0.3146888785392894,-0.40772635641737565,-0.08800382696571639,-0.09971199848591428,-0.045162641061499816,-0.09195782617461586
Everolimus,0.85,-0.1213384736845144,-0.21676236700133739,-0.4985334474063525,-0.667378756313148,-0.10846068095462026,-0.1114760450788573,-0.06867333433734059,-0.13297782961699842
Everolimus,1,-0.1277700995963257,-0.2421583157314473,-0.5377256571949667,-0.6494226134480889,-0.10963618521636882,-0.12495033466412005,-0.10427158626377304,-0.17022115212495384
Flufenamic acid,0,-0.0941008031948844,-0.06156231434589326,-0.046159003489720025,-0.06382359637713562,-0.05653257004278341,-0.04918135351556648,-0.05730499089313521,-0.08819852029097744
Flufenamic acid,0.26,-0.0971554628280596,-0.07535750174883071,-0.10866970483541218,-0.24094994543801282,-0.06541837091189075,-0.05406487749466436,-0.06873220951173607,-0.09993327153924468
Flufenamic acid,0.5,-0.09908846839587393,-0.08801127400641236,-0.19600918026712935,-0.28629401294010054,-0.06891834651018945,-0.06401226724588144,-0.0701673392069249,-0.10749169480417059
Flufenamic acid,0.85,-0.09507761025003977,-0.0817185903043999,-0.3150039335212111,-0.3703934132551022,-0.07737737310521563,-0.06261932340918501,-0.06571590116563159,-0.06907528457627196
Flufenamic acid,1,-0.09856939830824736,-0.08098346185970787,-0.28672960166387884,-0.4960208915045536,-0.07490853554643329,-0.06360420706989763,-0.08503117612626056,-0.07549825552367738
Flutamide,0,-0.13053042988223537,-0.07539608173605955,-0.05371829851433147,-0.08447123718931032,-0.0597276337723289,-0.06876451330710615,-0.004764175251387028,-0.06763575534070337
Flutamide,0.26,-0.12876673967970984,-0.09103297765221674,-0.11622685306333252,-0.15561246475468635,-0.06805055036768265,-0.076643282182468,7.407299814035775e-4,-0.07613643051955342
Flutamide,0.5,-0.13644614874701746,-0.10788855416038573,-0.2118356639876626,-0.2805422380553904,-0.07613598088988217,-0.09677914946761665,-0.003329916098631864,-0.07467689110517554
Flutamide,0.85,-0.13806158088440848,-0.1481219698422228,-0.35783527605819504,-0.49528218671050633,-0.059739636314477,-0.09036953733974483,-0.041541808757494074,-0.1495328130147014
Flutamide,1,-0.15466992411706024,-0.16195777590065075,-0.48762050916492095,-0.5702244318473259,-0.07662000235927216,-0.07408376471084334,-0.08057919807761697,-0.20804636371449634
Foretinib,0,-0.11628887111981173,-0.11549116609418618,-0.11470767862272455,-0.10606634901109059,-0.06295446809369235,-0.0716046589875489,-0.015747333239460013,-0.04119690028671672
Foretinib,0.26,-0.11555524867959303,-0.14972376121786057,-0.18775660632291832,-0.19448399916211018,-0.07900223517605563,-0.0806925376940048,-0.01835450069613377,-0.04251340021339554
Foretinib,0.5,-0.12080795769191806,-0.16623354043124133,-0.2447830970545188,-0.2287198493483253,-0.10453277237506049,-0.1032976172778486,-0.041694657442407246,-0.05018468785447788
Foretinib,0.85,-0.1214339050625624,-0.210059735245523,-0.28765852561117244,-0.7918238344923356,-0.16311174986976196,-0.15585492778901733,-0.11932916360356548,-0.05964221348249102
Foretinib,1,-0.1193352621279595,-0.23165640315867939,-0.3741789436225572,-0.802200697089317,-0.16614122524225142,-0.15437525013421177,-0.13881404057239052,-0.05899565374020019
Gefitinib,0,-0.07861317804024269,-0.08287823553118476,-0.09945856567518045,-0.08065646103551184,-0.143550266169267,-0.1231641914607791,-0.07575383556136794,-0.17449739042244766
Gefitinib,0.26,-0.08652064190712212,-0.10722525174711815,-0.19134149260974184,-0.10417920217111754,-0.18094828814054112,-0.14683612866606044,-0.08784862017064486,-0.20004051500825348
Gefitinib,0.5,-0.08982334020510005,-0.13886280664634032,-0.36467283648146753,-0.4139179673187002,-0.20959009705724693,-0.17352147285869846,-0.11046072733670564,-0.24230480188043624
Gefitinib,0.85,-0.0828350060404701,-0.23571812120345118,-0.46371924281406773,-0.6203151573995412,-0.23623878879481597,-0.17176825709157797,-0.13625471542372197,-0.2834440010834353
Gefitinib,1,-0.07929108673892958,-0.22642658766600304,-0.48955739961580785,-0.7012059997056681,-0.2756652361520055,-0.20330490502157808,-0.1930435999505198,-0.2481644780461304
Gemcitabine,0,-0.046350438520044744,-0.14512550734763835,-0.05815554073143662,-0.13311679467873275,-0.056254653085267926,-0.08478104363831543,-0.09344722767247303,-0.08465891351198307
Gemcitabine,0.26,-0.05622240812279374,-0.1709326013437296,-0.11790503958241932,-0.28218560181771407,-0.06696767783508883,-0.10066988146994334,-0.10705243591176837,-0.10442736383412256
Gemcitabine,0.5,-0.05603756348875877,-0.18877009615338708,-0.18222392466395543,-0.5233101949721254,-0.09145695216769008,-0.11692028967720204,-0.12722913860964863,-0.11289356262381219
Gemcitabine,0.85,-0.07168467017517428,-0.19475358072216448,-0.36056547116987875,-0.6258633048024739,-0.09151746163291867,-0.12847176729125892,-0.2113719864991124,-0.08509468546575037
Gemcitabine,1,-0.0701797283396763,-0.19961200627615852,-0.41552079659624314,-0.6478144650523133,-0.09488217052660951,-0.12078022055212458,-0.2324408343071792,-0.126156240143364
Genistein,0,-0.14016745111590526,-0.12386301777781274,-0.14858237571591007,-0.16291487291528045,-0.07208787485844997,-0.0887516036395066,-0.06719601641839966,-0.08339137681001656
Genistein,0.26,-0.13499460026457324,-0.1429007749661488,-0.2560831354625462,-0.22097924329570987,-0.09192621187893428,-0.10754886896555356,-0.07858360514841764,-0.0928632442427021
Genistein,0.5,-0.14718831324139528,-0.155536704001017,-0.32191906696393496,-0.2930478411842666,-0.12499480725112622,-0.12694575569530095,-0.09552246496451702,-0.10871447668647174
Genistein,0.85,-0.16689902514995159,-0.24637003916416592,-0.47367674356395334,-0.4148335781796742,-0.13336896235195264,-0.14034741535324702,-0.15646546336370337,-0.15766033391539155
Genistein,1,-0.16729022092807322,-0.25629699206422774,-0.4926350357947741,-0.40752198481330254,-0.14735016853047864,-0.11742674656770616,-0.23530210502582033,-0.20089198394098512
GF-109203,0,-0.06719926277364542,-0.11642379917307333,-0.06739278138961544,-0.13873339202641974,-0.20761396892220013,-0.21360846993852223,-0.10521507085726099,-0.15750879799972015
GF-109203,0.26,-0.06344679424141247,-0.13487394889916027,-0.1257095269771323,-0.26016255939600835,-0.23821010386415015,-0.24306449281312847,-0.1306434788158508,-0.18099553122985487
GF-109203,0.5,-0.04998056561706794,-0.18666028141520913,-0.2190687597383979,-0.42489128416511024,-0.3055041277021681,-0.2759796155136939,-0.1817161887936445,-0.2192135558463549
GF-109203,0.85,-0.0631151008065533,-0.2241651190911187,-0.4020214052495274,-0.6631387651429352,-0.3402632294016951,-0.3378912631335975,-0.25975957553743645,-0.2922958647921721
GF-109203,1,-0.07719723751059922,-0.2383250835045091,-0.4097411923361112,-0.6595497537897849,-0.3542329982567596,-0.31587994255152363,-0.3267574285922359,-0.29808808105820467
GSK 1059615,0,-0.08941950239113823,-0.13202627948024856,-0.09476229438894922,-0.1368488947833672,-0.08958086900412786,-0.07901854824615401,-0.05146078535681659,-0.09951069463974793
GSK 1059615,0.26,-0.09807105170053373,-0.14401114991277245,-0.1752428631796465,-0.27100179536938795,-0.11528354075748543,-0.09839314983346281,-0.05729082209370665,-0.11646768710582237
GSK 1059615,0.5,-0.09457961598463047,-0.16971426702562645,-0.2856774625859682,-0.4459748862830788,-0.14188582715121104,-0.11224012212456974,-0.06834432041173007,-0.11719710590664555
GSK 1059615,0.85,-0.10116586072677246,-0.2560809786073698,-0.477942076071673,-0.5871655483598056,-0.1794816543028887,-0.13664606757548234,-0.1228956009990031,-0.18936006004505287
GSK 1059615,1,-0.09781305763856117,-0.2572034927463054,-0.662428903147808,-0.5712731066763578,-0.2122459481207238,-0.16593893553794736,-0.15733817207813056,-0.19824593112298602
GSK J4,0,-0.04807491755319978,-0.06376734776236528,-0.04833884412583911,-0.0899199914900196,-0.00061411036563453075,0.004728679181044974,0.0025994589470466427,0.06897115525089571
GSK J4,0.26,-0.04105384938746182,-0.09064197527683104,-0.10626220654650508,-0.14095670669282956,1.6442481654714827e-4,0.0022786342900417336,0.004027055945409962,0.08557382513726962
GSK J4,0.5,-0.0443989202019839,-0.09705987528877462,-0.13869683047554537,-0.11412908512811117,-0.005033872610428938,0.019991183894908074,-0.006369262339641942,0.12207654029911444
GSK J4,0.85,-0.04755260855464587,-0.11928691400049903,-0.2797338385031608,-0.1458022841388003,-0.042175144949841814,-0.007744243594886537,-0.06285153452845657,0.13786721426353465
GSK J4,1,-0.047816630994954486,-0.11256434854431319,-0.2933954556294325,-0.19280802435420313,-0.0481810254366765,0.002839484185143586,-0.061107863002830005,0.16494433214518922
GSK-1070916,0,-0.1688466096413486,-0.13683370820930027,-0.14307203741930963,-0.12425827248028867,-0.10755171943282367,-0.10545137317010998,-0.04842344136344863,-0.07072373295585258
GSK-1070916,0.26,-0.16658630757375384,-0.1708067576300319,-0.2330695941877209,-0.2071033064992528,-0.12630706846949197,-0.11467820952722088,-0.06391017963499261,-0.07967196049029905
GSK-1070916,0.5,-0.17474363832537582,-0.20703571880231011,-0.3304906413173781,-0.43285363555613066,-0.15106381361915788,-0.14845077452155864,-0.07609916001768614,-0.0967565404796879
GSK-1070916,0.85,-0.18540767300509817,-0.2274414169506205,-0.6032994666365683,-0.5615792833503536,-0.1431885294315056,-0.17381799846928367,-0.13174956680904767,-0.18619188918794619
GSK-1070916,1,-0.18449653047044554,-0.2174485747311179,-0.6799521105586316,-0.6878960224886096,-0.1401723060929572,-0.15776344396855657,-0.15977576758624862,-0.16886659550819277
GSK-3 Inhibitor IX,0,-0.058599844048569535,-0.058747591317815595,-0.06107151112469194,-0.11093432690376866,-0.08376908686192491,-0.10150652226081472,-0.00592866624935328,-0.06953196548169062
GSK-3 Inhibitor IX,0.26,-0.0738781122765352,-0.057943623463191485,-0.1578917696377482,-0.1688303842826247,-0.10538089095137193,-0.11384956045185621,-2.7764459809283363e-4,-0.07647117812697031
GSK-3 Inhibitor IX,0.5,-0.08523899242315162,-0.07950104128041638,-0.31100096492411156,-0.42648894898924106,-0.1298969834316315,-0.12626220633738816,0.002770785277559935,-0.07905803571421964
GSK-3 Inhibitor IX,0.85,-0.08888826937246759,-0.053772025711823844,-0.40342478216623384,-0.6993942676864465,-0.10125058445393836,-0.12579244233496562,-0.011903202190544169,-0.09575495462427053
GSK-3 Inhibitor IX,1,-0.08589693579011803,-0.06460864915191071,-0.5227077656078716,-0.7072569432383587,-0.09843063687691667,-0.12271180786935276,-0.014628600327573236,-0.11571834822906679
GSK-461364,0,-0.09802668171500903,-0.07329635137513789,-0.07996550783510602,-0.14979529610871528,-0.1052151096049993,-0.11129271384506764,-0.027809692830659052,-0.10809705168375938
GSK-461364,0.26,-0.10049033251425091,-0.07988248084601253,-0.11400384519621715,-0.2556071190596737,-0.11961926897056867,-0.1320944371214496,-0.035776722554600356,-0.12358475963643567
GSK-461364,0.5,-0.09496487346418271,-0.06996914405025331,-0.29638603389792145,-0.4350770109457859,-0.1372988616875105,-0.15110540240717796,-0.03296906877446198,-0.16046373901512465
GSK-461364,0.85,-0.10377415095809985,-0.072534395695045,-0.407667870234174,-0.47955595024682957,-0.15987527276405888,-0.169548514257385,-0.021588484945860187,-0.1852663302183397
GSK-461364,1,-0.10054169462701293,-0.09066379386225329,-0.44425190545025167,-0.47137510833948965,-0.17706404037819182,-0.17229259446476933,-0.03814979500430967,-0.2113223624742835
GW843682X,0,-0.09483813112015378,-0.07726166990218923,-0.07301019928161125,-0.15118858747466274,-0.011598268574986784,-0.023894155815016863,-0.058983041748794464,-0.03239323816705089
GW843682X,0.26,-0.10346550885839358,-0.06816850274318206,-0.1901453120416177,-0.23403866939913742,-0.013669354260626059,-0.025311886948332567,-0.07214081145268653,-0.033051918486646514
GW843682X,0.5,-0.09737721669803781,-0.07851466818870796,-0.301621601992454,-0.5032871351877776,-0.02036340796680768,-0.021259852361588907,-0.07903176861189379,-0.04642785182056711
GW843682X,0.85,-0.1020111709061707,-0.09528651397601724,-0.41389025175962896,-0.5648440516182346,-0.0030109763064369143,-0.020829195782448042,-0.1447512159818237,-0.047322875765138994
GW843682X,1,-0.10128439926462181,-0.09025082000213518,-0.4363912620277438,-0.6526953247104351,-0.020630188438281287,-0.026718170896959995,-0.16967465116750854,-0.073427191184257945
HG-14-10-04,0,-0.05070678523802676,-0.11228751000378584,-0.05482721709764998,-0.03985707187217707,0.004607551890503865,-0.0032139929658835937,-0.006531823025667005,0.07827288347160259
HG-14-10-04,0.26,-0.04267735454809779,-0.12677467679222024,-0.1061320921819291,-0.1621080142135585,0.00639228152968665,-0.0034115101214734064,-0.007308129641657944,0.08929929428824705
HG-14-10-04,0.5,-0.05359675800454832,-0.14570678010121202,-0.17417364467277868,-0.3746335870056071,-0.0043762958775414845,0.006027431395607751,-0.02041709320060547,0.09055349028840633
HG-14-10-04,0.85,-0.06500873765626553,-0.1563880918832324,-0.4780273056248221,-0.437776562878323,-0.03140486566103092,-0.024713186133017255,-0.07040107750685114,0.07110265238551587
HG-14-10-04,1,-0.05714711396314315,-0.16584260192935632,-0.5684692076582989,-0.4411425643517658,-0.030372183933340038,-0.024161935472248357,-0.06582295305596346,0.04338757946590359
Idebenone,0,-0.022691982570867957,-0.08665779563481645,-0.06928880560240766,-0.08366339658268368,-0.04950195281780836,-0.043431210968524696,-0.03084929041468659,-0.11071628712512058
Idebenone,0.26,-0.023842858714304357,-0.11389078088860412,-0.14721293437587027,-0.24927980039590142,-0.05662781977972937,-0.05448336345752102,-0.030770973020837367,-0.13682658325490452
Idebenone,0.5,-0.0403080072621292,-0.13184836577371503,-0.2198512826118797,-0.5491725162430524,-0.06016442565821103,-0.05369962657683198,-0.04299373094308109,-0.1759943037222642
Idebenone,0.85,-0.040960790307414945,-0.15417492401208763,-0.32339905861681856,-0.7507965440913059,2.686403896055494e-4,-0.007902600132221046,-0.048354190319524155,-0.1984066375623874
Idebenone,1,-0.039969684745049375,-0.1629433371936816,-0.36798435909214966,-0.7735216118077921,0.01556303845756743,0.013151148678831232,-0.07074938531262916,-0.16507771392067588
Idelalisib,0,-0.08029505453378039,-0.07353514504426838,-0.08932064277386798,-0.08887486550594693,-0.16463313802254756,-0.16294419412000247,-0.06154103639147194,-0.17892378978155188
Idelalisib,0.26,-0.0879371591313821,-0.08316491372123251,-0.1724664996946513,-0.16734541073678882,-0.20418813632099175,-0.18681589081539923,-0.07117222398677563,-0.21023630058769002
Idelalisib,0.5,-0.0949119756617141,-0.13095015699263324,-0.32970632417287793,-0.33518743847393967,-0.24122015770551034,-0.22638425552405786,-0.08595408452969981,-0.26044353545058785
Idelalisib,0.85,-0.10199001152422961,-0.13560852647445207,-0.47497276648095793,-0.6156969924633819,-0.27025217186631334,-0.2616925424604396,-0.15687432333270748,-0.3241332380670634
Idelalisib,1,-0.10387979166900789,-0.1464146521190353,-0.501897578074081,-0.6114767669414225,-0.30948198117188025,-0.29892993014292474,-0.18254672890906118,-0.39159165727301637
Ivermectin,0,-0.09625414197399648,-0.08377842329410848,-0.05278449093197829,-0.10498738571377189,-0.007643323058561006,0.010349732865411496,-0.08378026978347124,-0.04054990111112135
Ivermectin,0.26,-0.09433864915236655,-0.09505931854654676,-0.08350406984965607,-0.16500125458695333,-0.002970198957562888,0.005928250888315144,-0.09259602970873586,-0.04426468264009102
Ivermectin,0.5,-0.09604963282063758,-0.10817426088685435,-0.20280059876217968,-0.24067219683744423,0.014319170086880075,0.010781267690278398,-0.10557437995369379,-0.05905583223438785
Ivermectin,0.85,-0.10428939415977033,-0.1420240815671312,-0.3990318031459627,-0.42210664262398434,-0.0077418851341548,-0.009960536715017164,-0.17619256071191697,-0.005279807180733171
Ivermectin,1,-0.10598233403326983,-0.15750017146754575,-0.4493518486253573,-0.5333493512981649,-0.019689587304019183,-0.021950062058085085,-0.2282175783561373,-0.00871269620371254
Ketorolac,0,-0.05911148712006961,-0.06903846405682466,-0.07459659075449816,-0.02072174583152707,-0.08138915992069468,-0.07856683027050282,-0.0023081592240093898,-0.0697521895524455
Ketorolac,0.26,-0.05079037314169507,-0.07865703426184457,-0.09997242866786306,-0.10942699743901609,-0.10041029884842853,-0.08042381456220163,0.006645609700755556,-0.08093737466917862
Ketorolac,0.5,-0.046791987276068155,-0.11812746746026764,-0.09229913976541997,-0.21174808958171762,-0.10679144492557077,-0.10956353242661321,0.013859522550274972,-0.09128035026626374
Ketorolac,0.85,-0.045365881058191504,-0.16919428812164786,-0.18107129401960567,-0.40488574709990216,-0.10293530379226613,-0.08833968681835212,-0.05449536947210144,-0.08040358084558509
Ketorolac,1,-0.0433740515424256,-0.18016199669118574,-0.2041106879115589,-0.6025051088840956,-0.13655730117741224,-0.08640783084410004,-0.08982158131340977,-0.11928585369421303
Lapatinib,0,-0.06010104280317143,-0.06080036714638053,-0.07900008282824462,-0.06631887704484184,-0.11751188837145188,-0.10458195380898375,-0.11086566521892564,-0.18170171677226216
Lapatinib,0.26,-0.0675623902922691,-0.06950596042538217,-0.13432625023982583,-0.12869281614759295,-0.14511505333449595,-0.13367742569413363,-0.14031068883815206,-0.2242778817676421
Lapatinib,0.5,-0.07491353180572517,-0.062134584848858004,-0.25299423153479805,-0.19693726870203523,-0.15559089388586994,-0.1511816623048273,-0.17772585814723046,-0.2641948641155022
Lapatinib,0.85,-0.08426288490397903,-0.07663549669982424,-0.2989376525382167,-0.4914687588479121,-0.2027568993911482,-0.161886549478144,-0.2840477019679986,-0.32696784404626217
Lapatinib,1,-0.0780509334906015,-0.08268414822947416,-0.4012008823576168,-0.5886566106995844,-0.2666856444358533,-0.23304316585519616,-0.31366428386743384,-0.362223964148931
Linsitinib,0,-0.05461533216265401,-0.09519038093021412,-0.13333977223552412,-0.08233487296742126,-0.09221458700134744,-0.10158942044412944,-0.04320436676504005,-0.05134100570674219
Linsitinib,0.26,-0.06565105260906422,-0.11202507751367012,-0.2338535715973935,-0.18324300809859015,-0.103792464467906,-0.11184044680853726,-0.0445936676216203,-0.06011055960453575
Linsitinib,0.5,-0.07169326268488442,-0.14439964417332674,-0.42196093504546384,-0.38733939662194117,-0.13389941630591107,-0.1350516619202681,-0.05383512524311205,-0.0704315248201754
Linsitinib,0.85,-0.08130142277553079,-0.1814691611739788,-0.6770260920517439,-0.6268030979822302,-0.1550416731544298,-0.15884363652026645,-0.1725350463008698,-0.09371031694499561
Linsitinib,1,-0.0792409923183912,-0.1927450001876095,-0.6757783899517987,-0.6162885719871383,-0.14330708512365226,-0.16308716494182848,-0.2211401528282719,-0.0779546618693604
Maprotiline,0,-0.05899331006595909,-0.07792461476556448,-0.054175874535649274,-0.10560331340066595,-0.0527107347147023,-0.05035626720113104,-0.06320129422449003,-0.08601100789400448
Maprotiline,0.26,-0.06321050451150644,-0.11390820001154248,-0.09319459323409253,-0.19762855591204487,-0.05689129594551276,-0.06435744969649179,-0.07956968561629664,-0.09873493461183819
Maprotiline,0.5,-0.061404200416748586,-0.14401315335747167,-0.28680215278819865,-0.2995118102865917,-0.06913047102632984,-0.05481402292295985,-0.0930909493593977,-0.12981645975374806
Maprotiline,0.85,-0.060439142378133186,-0.1798868877103606,-0.4660512087399802,-0.37146406852502845,-0.09426013300898,-0.0723283473396315,-0.1782847382946541,-0.21799500479088071
Maprotiline,1,-0.055062007399569284,-0.18661972927934914,-0.5416906044718179,-0.3650967291279465,-0.13402135374461188,-0.06077354707969502,-0.19699237667242325,-0.23883823580084404
Mebendazole,0,-0.11191860283574252,-0.084454527434457,-0.030845363140615256,-0.1610494854039823,-0.11314278637585705,-0.11944064660571371,-0.044924896301069946,-0.11660617103887219
Mebendazole,0.26,-0.10974314546801119,-0.09442472407422126,-0.04459374483903116,-0.23229169321594678,-0.13870491532602383,-0.12847977711583747,-0.05680022063986633,-0.13024825097798756
Mebendazole,0.5,-0.09620763747211758,-0.11306141985365949,-0.12447909938853623,-0.3590969071240938,-0.1801327774227356,-0.15001013210372457,-0.05725050298820875,-0.15900172802742857
Mebendazole,0.85,-0.08859794733067032,-0.18132133291594155,-0.4811293127166406,-0.5525898495579834,-0.21919233039145328,-0.1835575424075342,-0.07125583103917818,-0.22521009860072402
Mebendazole,1,-0.08990862428021656,-0.18968251286280663,-0.6030464939586145,-0.5501284011230704,-0.2283941104274078,-0.19403846200917904,-0.09021748212358709,-0.24114668639922093
Meclofenamic acid,0,-0.0687014092575437,-0.0829541437806233,-0.11410895944406566,-0.07589146922404673,-0.0446865752284549,-0.05721192669641604,-0.05990666671169276,-0.05950651874587699
Meclofenamic acid,0.26,-0.07570888452396222,-0.0805044876085829,-0.19004013873486025,-0.1990912068382119,-0.051240170581006994,-0.06637119921394087,-0.06878517800521948,-0.0691873497961005
Meclofenamic acid,0.5,-0.08613354630212756,-0.07829385907148295,-0.29681800744830317,-0.21426080189415372,-0.05964264953703729,-0.07003392371368446,-0.0815722461560984,-0.1000243245288869
Meclofenamic acid,0.85,-0.11295742035861893,-0.14113749425233418,-0.4611004825540389,-0.5827631173083334,-0.07155614188042952,-0.09497731684797124,-0.12941130144583815,-0.1405289019729182
Meclofenamic acid,1,-0.11888973920897818,-0.16686370920987983,-0.49753850250730836,-0.6176349510940634,-0.07280880706551618,-0.12353870609555868,-0.15281254288088758,-0.20058043566663586
Menadione,0,-0.05861592314994186,-0.0951177218050515,-0.08300133421995799,-0.14178745511015609,-0.11503312608267348,-0.11519380183617967,-0.05570235288609833,-0.15029547182014474
Menadione,0.26,-0.07139167515571888,-0.10796791367693892,-0.20854320523074604,-0.26107043943402675,-0.1405887234374655,-0.1334221830991115,-0.06329794831523744,-0.18386048378515013
Menadione,0.5,-0.06513387204099753,-0.11627756317681597,-0.30835826896702195,-0.33337971659339,-0.16254935313771668,-0.16050674416832963,-0.06702258713601016,-0.2159369146852788
Menadione,0.85,-0.06752927772224496,-0.16324040880368373,-0.49499267413942544,-0.36863378944429737,-0.16537002880782004,-0.1757469817503391,-0.12511208563949924,-0.2630624078028588
Menadione,1,-0.06562634491100415,-0.18499354171961205,-0.5297823018609081,-0.4012141641184316,-0.1622335194375388,-0.16619635584483153,-0.1549480231960054,-0.2763461829115507
Mepivacaine,0,-0.1348132771579432,-0.09750196057953772,-0.0732995283339502,-0.12023659687265202,-0.10080785755480516,-0.12324234106195503,-0.04088981547351916,-0.0810649006055674
Mepivacaine,0.26,-0.13180452760801115,-0.12542957671791818,-0.15708560701528151,-0.3214717235221933,-0.1259109531946119,-0.14634332468431552,-0.04520839379445995,-0.09819635730761635
Mepivacaine,0.5,-0.14146381743161626,-0.14661342410062855,-0.28786442736021334,-0.48422274457797376,-0.13389470602873266,-0.16726299143829765,-0.03546502059503951,-0.10626296333697381
Mepivacaine,0.85,-0.14234824593632328,-0.22340475652262357,-0.38922842795330415,-0.6665885324670278,-0.12143627623003286,-0.16610438226966212,-0.08087041705235826,-0.14645759614787152
Mepivacaine,1,-0.14471630376060615,-0.21073519676776542,-0.539481246963006,-0.6616371514611674,-0.1297376557389716,-0.17287655528587617,-0.12212655565063299,-0.16456891532918547
MG-132,0,-0.13022453399746378,-0.11612653961924381,-0.14137217681475975,-0.10973810678244592,-0.0821142093358521,-0.0950229176925566,-0.0748927188878292,-0.0872795961413082
MG-132,0.26,-0.12152620676482226,-0.1312363974933724,-0.2399556875579848,-0.19685116087705445,-0.08380300250327781,-0.10196971760590538,-0.08749695689084519,-0.09614412950568156
MG-132,0.5,-0.12034248427339606,-0.13957793609211774,-0.37747000731069646,-0.32082645803575083,-0.09680280269914418,-0.12181713241016906,-0.1100784646006847,-0.11508342829637218
MG-132,0.85,-0.1214904885531736,-0.14601226241828746,-0.44611446994013165,-0.5033016967542288,-0.09690160874136848,-0.13791240395053014,-0.11923094848626332,-0.17204000701679886
MG-132,1,-0.13025812347609786,-0.1540213065651457,-0.7424364282036631,-0.5317477256043136,-0.15950996550873303,-0.17618851117628812,-0.1332411773593945,-0.18811351429489173
Minoxidil,0,-0.052492747928656984,-0.0504158335485798,-0.06890160480395482,-0.06323719670731072,-0.16851337929955085,-0.1377618357951796,-0.06572004722728572,-0.16589836865697144
Minoxidil,0.26,-0.04331429767649101,-0.070627145342314665,-0.17265032160542745,-0.09863603900557077,-0.19014848094159895,-0.15690016480995453,-0.08288640765962965,-0.19933502391694025
Minoxidil,0.5,-0.04791985809801447,-0.08723048283128704,-0.23954321177706955,-0.3234694441242767,-0.2176859731682936,-0.17951589551906993,-0.10844643887733388,-0.2268565434834346
Minoxidil,0.85,-0.0512257476709039,-0.18497761757357134,-0.3172762200725556,-0.511935512028429,-0.2644163265081917,-0.19001479654376918,-0.1637967840340268,-0.28032724282278265
Minoxidil,1,-0.05144106150445423,-0.20304497966281193,-0.3347444914336013,-0.5994534707880572,-0.2721203408498887,-0.2106544937629203,-0.20545159610408822,-0.2871604132187312
Mitoxantrone,0,-0.08127310063331578,-0.16851146551668955,-0.08702685620812968,-0.12840556551033827,-0.06584522852064519,-0.08066798792899367,-0.2079331623100047,-0.16249097164717208
Mitoxantrone,0.26,-0.0812766455445521,-0.21118361840385136,-0.16499867107175328,-0.2146084846966489,-0.09039422103613602,-0.09261139946241717,-0.23930774792291937,-0.181025154025724
Mitoxantrone,0.5,-0.07357777729768888,-0.24602199533337984,-0.27160187801684,-0.2651514440106932,-0.10686229623304506,-0.12208733720467398,-0.26101659683641987,-0.20902620469774255
Mitoxantrone,0.85,-0.08590930528363103,-0.2648016828088773,-0.4829784609912941,-0.5614990923064984,-0.10990823209473523,-0.12381743518247472,-0.31055444141201505,-0.16630630146908557
Mitoxantrone,1,-0.0845351656134183,-0.2702590550215297,-0.5036449231681406,-0.6708038752386859,-0.12001501006782046,-0.13527672740530072,-0.28278216207103757,-0.18711565276371567
MK-2206,0,-0.11248753543766823,-0.12110645489667321,-0.06860074259297597,-0.16635378483313445,-0.170500074504686,-0.20152558050809136,-0.04039508800790027,-0.11287057562665492
