perturbagen,threshold,m_ratio,c_ratio,n1_ratio,a2_ratio,a3_ratio,ap_ratio,a4_ratio,c5_ratio
GW843682X,0,0.2222222222222222,0.5,5.6,0.43478260869565216,15.5,7.25,3.125,7.25
GW843682X,0.26,0.2222222222222222,0.8333333333333334,3.7142857142857144,0.8333333333333334,15.5,10,3.125,7.25
GW843682X,0.5,0.43478260869565216,1.0625,1.2,1.0625,32,7.25,4.5,7.25
GW843682X,0.85,0.43478260869565216,0.9411764705882353,1.0625,0.43478260869565216,32,15.5,3.125,10
GW843682X,1,0.43478260869565216,0.9411764705882353,1.0625,0.43478260869565216,32,10,2.6666666666666665,4.5
HG-14-10-04,0,0.5,0,0.8,0.2857142857142857,Inf,8,3.5,Inf
HG-14-10-04,0.26,0.5,0,0.5,0.5,Inf,8,3.5,Inf
HG-14-10-04,0.5,0.5,0,0.5,0.8,8,Inf,3.5,Inf
HG-14-10-04,0.85,0.5,0,1.25,0.5,2,2,2,Inf
HG-14-10-04,1,0.2857142857142857,0,0.5,0.2857142857142857,2,2,2,Inf
Idebenone,0,1.3333333333333333,0.75,0.75,0.16666666666666666,2.5,2.5,1.3333333333333333,6
Idebenone,0.26,0.75,0.75,0.75,0.16666666666666666,2.5,2.5,2.5,6
Idebenone,0.5,1.3333333333333333,0.16666666666666666,0.4,0.4,6,2.5,2.5,6
Idebenone,0.85,0.75,0.16666666666666666,0.75,0.4,Inf,6,6,6
Idebenone,1,1.3333333333333333,0,0.75,0.16666666666666666,Inf,Inf,2.5,6
Idelalisib,0,0.35714285714285715,0.9,0.5833333333333334,0.11764705882352941,0.46153846153846156,0.46153846153846156,1.7142857142857142,1.1111111111111112
Idelalisib,0.26,0.46153846153846156,0.9,0.7272727272727273,0.11764705882352941,0.5833333333333334,0.46153846153846156,1.7142857142857142,1.1111111111111112
Idelalisib,0.5,0.35714285714285715,1.1111111111111112,0.7272727272727273,1.1111111111111112,0.26666666666666666,0.46153846153846156,1.375,1.1111111111111112
Idelalisib,0.85,0.35714285714285715,1.1111111111111112,0.7272727272727273,0.9,0.46153846153846156,0.35714285714285715,0.7272727272727273,1.375
Idelalisib,1,0.35714285714285715,1.1111111111111112,0.7272727272727273,1.7142857142857142,0.46153846153846156,0.35714285714285715,0.9,1.1111111111111112
Ivermectin,0,2.25,0.08333333333333333,0.8571428571428571,2.25,12,Inf,3.3333333333333335,12
Ivermectin,0.26,2.25,0.08333333333333333,1.1666666666666667,1.6,12,Inf,3.3333333333333335,12
Ivermectin,0.5,2.25,0.08333333333333333,2.25,0.8571428571428571,Inf,Inf,2.25,12
Ivermectin,0.85,1.6,0,2.25,0.8571428571428571,5.5,12,2.25,12
Ivermectin,1,1.6,0,1.1666666666666667,0.8571428571428571,12,12,2.25,12
Ketorolac,0,2.3333333333333335,0.6666666666666666,0.6666666666666666,2.3333333333333335,9,9,9,4
Ketorolac,0.26,1.5,1.5,0.6666666666666666,1.5,9,9,Inf,4
Ketorolac,0.5,1,1,1,1.5,9,9,Inf,4
Ketorolac,0.85,0.6666666666666666,1,1.5,1,4,4,9,4
Ketorolac,1,1.5,1.5,1.5,1,2.3333333333333335,4,4,4
Lapatinib,0,0.7692307692307693,1.875,0.9166666666666666,1.5555555555555556,1.3,1.5555555555555556,0.9166666666666666,0.9166666666666666
Lapatinib,0.26,0.5333333333333333,2.2857142857142856,0.9166666666666666,1.875,1.3,1.5555555555555556,1.3,0.9166666666666666
Lapatinib,0.5,0.5333333333333333,3.6,1.0909090909090908,1.0909090909090908,1.3,1.3,0.9166666666666666,0.9166666666666666
Lapatinib,0.85,0.5333333333333333,1.5555555555555556,1.5555555555555556,0.5333333333333333,1.875,1.875,0.7692307692307693,0.7692307692307693
Lapatinib,1,0.5333333333333333,1.875,1.0909090909090908,0.7692307692307693,1.5555555555555556,1.875,0.6428571428571429,0.7692307692307693
Linsitinib,0,1.2307692307692308,0.6111111111111112,0.38095238095238093,1.9,3.8333333333333335,4.8,1.9,13.5
Linsitinib,0.26,0.9333333333333333,0.45,0.45,0.8125,3.8333333333333335,4.8,2.2222222222222223,13.5
Linsitinib,0.5,1.2307692307692308,0.6111111111111112,0.7058823529411765,0.9333333333333333,4.8,4.8,1.9,13.5
Linsitinib,0.85,0.9333333333333333,0.7058823529411765,0.7058823529411765,0.9333333333333333,4.8,3.8333333333333335,1.6363636363636365,13.5
Linsitinib,1,1.2307692307692308,1.2307692307692308,0.8125,0.8125,3.8333333333333335,3.8333333333333335,1.6363636363636365,13.5
Maprotiline,0,0.4444444444444444,0.4444444444444444,0.8571428571428571,0.4444444444444444,1.6,0.8571428571428571,0.625,1.6
Maprotiline,0.26,0.4444444444444444,0.4444444444444444,1.6,0.4444444444444444,1.6,1.1666666666666667,0.625,1.6
Maprotiline,0.5,0.4444444444444444,0.18181818181818182,0.8571428571428571,5.5,1.6,1.1666666666666667,0.625,2.25
Maprotiline,0.85,0.4444444444444444,0.3,0.4444444444444444,1.1666666666666667,1.6,1.6,0.625,2.25
Maprotiline,1,0.4444444444444444,0.18181818181818182,0.8571428571428571,1.6,1.6,1.6,0.625,2.25
Mebendazole,0,0.5348837209302325,0.13793103448275862,15.5,0.15789473684210525,4.076923076923077,1.75,2.142857142857143,10
Mebendazole,0.26,0.5714285714285714,0.24528301886792453,7.25,0.4666666666666667,4.5,1.8695652173913044,2.3,10
Mebendazole,0.5,0.65,0.2692307692307692,6.333333333333333,0.5,7.25,2,3.125,10
Mebendazole,0.85,0.7837837837837838,0.32,1.64,0.43478260869565216,7.25,4.076923076923077,3.4,10
Mebendazole,1,0.7368421052631579,0.6097560975609756,0.65,0.40425531914893614,8.428571428571429,5,3.4,8.428571428571429
Meclofenamic acid,0,0.25,0.42857142857142855,0.6666666666666666,0.25,2.3333333333333335,1,1,4
Meclofenamic acid,0.26,0.25,0.42857142857142855,0.42857142857142855,0.25,2.3333333333333335,0.6666666666666666,1,4
Meclofenamic acid,0.5,0.25,0.42857142857142855,0.42857142857142855,0.25,1.5,1,1,4
Meclofenamic acid,0.85,0.25,0.1111111111111111,0.6666666666666666,0.1111111111111111,0.6666666666666666,0.42857142857142855,0.25,4
Meclofenamic acid,1,0.25,0.25,0.42857142857142855,0.1111111111111111,0.6666666666666666,0.42857142857142855,0.1111111111111111,4
Menadione,0,0.875,1,1.3076923076923077,0.7647058823529411,1.7272727272727273,1.7272727272727273,1.3076923076923077,1.7272727272727273
Menadione,0.26,0.7647058823529411,1,1.7272727272727273,0.875,1.3076923076923077,1.5,1.5,2
Menadione,0.5,1,0.6666666666666666,1.7272727272727273,1,1.5,1.7272727272727273,2.3333333333333335,2.3333333333333335
Menadione,0.85,0.875,0.7647058823529411,0.875,0.5,1.7272727272727273,3.2857142857142856,2,2
Menadione,1,0.875,0.5789473684210527,0.5,0.7647058823529411,3.2857142857142856,3.2857142857142856,2,1.3076923076923077
Mepivacaine,0,0.08333333333333333,0.8571428571428571,0.625,0.3,0.8571428571428571,0.625,3.3333333333333335,3.3333333333333335
Mepivacaine,0.26,0.08333333333333333,0.4444444444444444,0.4444444444444444,0.18181818181818182,0.8571428571428571,0.625,3.3333333333333335,3.3333333333333335
Mepivacaine,0.5,0,0.8571428571428571,0.625,0.3,0.8571428571428571,0.625,3.3333333333333335,3.3333333333333335
Mepivacaine,0.85,0,0.625,0.4444444444444444,0.3,1.1666666666666667,0.625,3.3333333333333335,1.6
Mepivacaine,1,0,0.625,0.4444444444444444,0.3,3.3333333333333335,0.8571428571428571,3.3333333333333335,2.25
MG-132,0,1.3214285714285714,0.014040561622464899,28.545454545454547,0.16071428571428573,107.33333333333333,58.09090909090909,18.11764705882353,129
MG-132,0.26,1.3722627737226278,0.01088646967340591,20.666666666666668,0.11301369863013698,107.33333333333333,64,19.967741935483872,129
MG-132,0.5,1.6209677419354838,0.01088646967340591,2.439153439153439,1.73109243697479,107.33333333333333,80.25,23.074074074074073,129
MG-132,0.85,1.6639344262295082,0.01088646967340591,1.2491349480968859,1.2033898305084745,107.33333333333333,80.25,8.848484848484848,129
MG-132,1,1.4528301886792452,0.018808777429467086,0.6839378238341969,1.380952380952381,107.33333333333333,107.33333333333333,4.508474576271187,107.33333333333333
Minoxidil,0,2.6666666666666665,0.8333333333333334,0.5714285714285714,1.75,1.2,1.2,1.2,1.75
Minoxidil,0.26,2.6666666666666665,0.8333333333333334,0.8333333333333334,1.75,2.6666666666666665,1.2,1.2,1.75
Minoxidil,0.5,1.75,0.5714285714285714,0.8333333333333334,1.75,1.75,1.75,1.2,1.75
Minoxidil,0.85,0.8333333333333334,0.5714285714285714,1.2,2.6666666666666665,1.75,1.2,0.5714285714285714,2.6666666666666665
Minoxidil,1,1.75,0.8333333333333334,0.8333333333333334,2.6666666666666665,1.75,1.75,0.375,2.6666666666666665
Mitoxantrone,0,2.1538461538461537,0.3225806451612903,1.2162162162162162,0.30158730158730157,9.25,6.454545454545454,0.41379310344827586,2.727272727272727
Mitoxantrone,0.26,1.7333333333333334,0.22388059701492538,0.9069767441860465,0.18840579710144928,9.25,6.454545454545454,0.3898305084745763,2.727272727272727
Mitoxantrone,0.5,1.6451612903225807,0.20588235294117646,0.9069767441860465,0.9523809523809523,9.25,6.454545454545454,0.43859649122807015,2.9047619047619047
Mitoxantrone,0.85,1.4848484848484849,0.24242424242424243,0.3225806451612903,0.5769230769230769,9.25,8.11111111111111,0.30158730158730157,5.3076923076923075
Mitoxantrone,1,1.4848484848484849,0.28125,0.6078431372549019,0.43859649122807015,12.666666666666666,8.11111111111111,0.3898305084745763,4.466666666666667
MK-2206,0,0.4166666666666667,0.0967741935483871,1.6153846153846154,0.6190476190476191,1.6153846153846154,1.8333333333333333,3.25,2.4
MK-2206,0.26,0.3076923076923077,0.21428571428571427,1.8333333333333333,0.7894736842105263,1.6153846153846154,1.6153846153846154,3.25,2.4
MK-2206,0.5,0.36,0.36,2.4,1.8333333333333333,1.4285714285714286,1.6153846153846154,2.090909090909091,2.7777777777777777
MK-2206,0.85,0.25925925925925924,0.36,2.4,1.2666666666666666,1.4285714285714286,2.090909090909091,3.25,2.090909090909091
MK-2206,1,0.3076923076923077,0.6190476190476191,2.4,1.8333333333333333,1.6153846153846154,2.090909090909091,2.090909090909091,2.4
MLN 2238,0,9.5,0.10526315789473684,9.5,1.625,20,20,9.5,20
MLN 2238,0.26,9.5,0.10526315789473684,9.5,0.5,20,20,9.5,20
MLN 2238,0.5,20,0.10526315789473684,2.5,2,20,20,9.5,20
MLN 2238,0.85,20,0.05,1.625,1.625,20,20,9.5,20
MLN 2238,1,9.5,0.05,0.75,2,20,20,9.5,20
MLS004683634,0,0.3333333333333333,0.14285714285714285,0.3333333333333333,1,3,3,3,7
MLS004683634,0.26,0.3333333333333333,0.3333333333333333,0.14285714285714285,1.6666666666666667,3,3,3,7
MLS004683634,0.5,0.6,0.3333333333333333,0.3333333333333333,1,3,3,3,7
MLS004683634,0.85,0.6,1,0.14285714285714285,0.6,3,3,0.6,7
MLS004683634,1,0.6,1,0.14285714285714285,1.6666666666666667,3,3,0.14285714285714285,3
MLS006011051,0,0.5,0.36363636363636365,2.75,0.875,1.1428571428571428,1.5,2,1.5
MLS006011051,0.26,0.6666666666666666,0.875,1.5,2,1.5,1.5,2,1.5
MLS006011051,0.5,0.6666666666666666,1.1428571428571428,2,2.75,2,2,2,1.5
MLS006011051,0.85,0.6666666666666666,0.5,2.75,2,1.5,2.75,1.5,1.5
MLS006011051,1,1.5,0.5,1.1428571428571428,2.75,1.5,4,1.1428571428571428,2
Nafronyl,0,0.18181818181818182,0.8571428571428571,1.6,0.3,0.625,0.625,3.3333333333333335,3.3333333333333335
Nafronyl,0.26,0.18181818181818182,0.4444444444444444,1.6,0.3,0.8571428571428571,0.625,2.25,3.3333333333333335
Nafronyl,0.5,0.18181818181818182,0.4444444444444444,1.1666666666666667,0.8571428571428571,1.1666666666666667,0.625,3.3333333333333335,3.3333333333333335
Nafronyl,0.85,0.18181818181818182,0.4444444444444444,1.6,0.625,1.1666666666666667,0.8571428571428571,3.3333333333333335,3.3333333333333335
Nafronyl,1,0.18181818181818182,0.625,1.1666666666666667,0.4444444444444444,1.1666666666666667,0.8571428571428571,3.3333333333333335,3.3333333333333335
Nefazodone,0,0.18181818181818182,0.3,1.1666666666666667,1.1666666666666667,2.25,2.25,1.6,5.5
Nefazodone,0.26,0.18181818181818182,0.08333333333333333,0.8571428571428571,0.8571428571428571,2.25,1.6,1.6,5.5
Nefazodone,0.5,0.08333333333333333,0.18181818181818182,0.4444444444444444,0.8571428571428571,3.3333333333333335,2.25,1.6,3.3333333333333335
Nefazodone,0.85,0.3,0.08333333333333333,0.18181818181818182,0.4444444444444444,3.3333333333333335,3.3333333333333335,2.25,3.3333333333333335
Nefazodone,1,0.08333333333333333,0.18181818181818182,0.3,0.4444444444444444,2.25,2.25,1.6,5.5
Neratinib,0,3,1.1818181818181819,0.6,0.09090909090909091,Inf,23,0.4117647058823529,11
Neratinib,0.26,3,1,0.4117647058823529,0.2,Inf,23,0.4117647058823529,11
Neratinib,0.5,3,1,0.14285714285714285,0.7142857142857143,23,Inf,0.2631578947368421,11
Neratinib,0.85,2,0.8461538461538461,0.5,0.4117647058823529,23,23,0.2631578947368421,11
Neratinib,1,1.6666666666666667,0.8461538461538461,1.1818181818181819,0.6,11,23,0.2,7
Niclosamide,0,3.4444444444444446,0.5384615384615384,5.666666666666667,1.8571428571428572,39,39,9,39
Niclosamide,0.26,3,0.5384615384615384,5.666666666666667,1.3529411764705883,39,39,9,39
Niclosamide,0.5,2.6363636363636362,0.42857142857142855,4.714285714285714,3,39,39,7,39
Niclosamide,0.85,2.3333333333333335,0.8181818181818182,3,1.3529411764705883,Inf,39,7,19
Niclosamide,1,2.076923076923077,0.7391304347826086,1.6666666666666667,1.3529411764705883,Inf,39,5.666666666666667,9
Nilotinib,0,0.6086956521739131,0.9473684210526315,1.8461538461538463,1.0555555555555556,3.111111111111111,3.111111111111111,1.6428571428571428,1.1764705882352942
Nilotinib,0.26,0.6818181818181818,0.9473684210526315,1.8461538461538463,1.3125,3.111111111111111,2.7,1.8461538461538463,1.1764705882352942
Nilotinib,0.5,0.7619047619047619,1.1764705882352942,1.3125,0.9473684210526315,3.111111111111111,2.0833333333333335,1.4666666666666666,1.3125
Nilotinib,0.85,0.6086956521739131,1.1764705882352942,1.1764705882352942,0.37037037037037035,3.625,3.111111111111111,1.6428571428571428,1.3125
Nilotinib,1,0.85,1.0555555555555556,0.9473684210526315,0.5416666666666666,3.625,2.7,1.6428571428571428,1.4666666666666666
NSC95397,0,0.7142857142857143,0.7142857142857143,3,0.09090909090909091,2,1.4,1.4,2
NSC95397,0.26,0.7142857142857143,1,2,0.2,2,1.4,1.4,2
NSC95397,0.5,0.7142857142857143,1,1.4,0.7142857142857143,2,1.4,1.4,2
NSC95397,0.85,0.7142857142857143,0.5,1.4,1.4,3,3,1.4,3
NSC95397,1,0.7142857142857143,0.7142857142857143,0.7142857142857143,1.4,3,3,2,3
Olaparib,0,1,0.6,0.7142857142857143,0.8461538461538461,2,2,3,1.6666666666666667
Olaparib,0.26,1,0.8461538461538461,0.7142857142857143,0.8461538461538461,2,2,3.8,1.6666666666666667
Olaparib,0.5,0.8461538461538461,0.6,1.1818181818181819,0.8461538461538461,2,2,3,1.6666666666666667
Olaparib,0.85,1,0.6,1.1818181818181819,1,1.4,1.6666666666666667,2.4285714285714284,2.4285714285714284
Olaparib,1,0.8461538461538461,0.7142857142857143,1,1,1.6666666666666667,1.6666666666666667,7,2
Parbendazole,0,0,0.08333333333333333,3.3333333333333335,0.625,3.3333333333333335,0.8571428571428571,1.1666666666666667,12
Parbendazole,0.26,0,0.08333333333333333,1.6,0.4444444444444444,2.25,1.6,1.1666666666666667,12
Parbendazole,0.5,0,0.08333333333333333,0.4444444444444444,0.625,12,1.6,0.8571428571428571,12
Parbendazole,0.85,0,0.18181818181818182,0.18181818181818182,0.18181818181818182,5.5,1.1666666666666667,0.625,12
Parbendazole,1,0,0.08333333333333333,0.18181818181818182,0.18181818181818182,5.5,5.5,0.8571428571428571,12
Pazopanib,0,0.26666666666666666,0.7272727272727273,0.5833333333333334,0.7272727272727273,3.75,1.7142857142857142,5.333333333333333,2.1666666666666665
Pazopanib,0.26,0.11764705882352941,0.7272727272727273,0.7272727272727273,0.46153846153846156,3.75,1.7142857142857142,8.5,2.1666666666666665
Pazopanib,0.5,0.1875,0.9,0.9,0.9,2.8,2.1666666666666665,3.75,1.7142857142857142
Pazopanib,0.85,0.26666666666666666,0.5833333333333334,1.1111111111111112,1.375,2.1666666666666665,1.375,8.5,1.1111111111111112
Pazopanib,1,0.11764705882352941,0.5833333333333334,2.1666666666666665,1.375,1.7142857142857142,1.7142857142857142,5.333333333333333,1.1111111111111112
PD-0325901,0,1.8928571428571428,1.025,1.131578947368421,0.5283018867924528,0.975609756097561,0.9285714285714286,0.9285714285714286,1.25
PD-0325901,0.26,1.8928571428571428,0.975609756097561,1.0769230769230769,0.723404255319149,1.025,0.9285714285714286,1.025,1.3142857142857143
PD-0325901,0.5,1.793103448275862,0.5576923076923077,0.6875,0.8409090909090909,1.025,0.8837209302325582,1.131578947368421,1.3142857142857143
PD-0325901,0.85,1.4545454545454546,0.723404255319149,1.025,1.3823529411764706,1.025,0.8837209302325582,1.3823529411764706,1.25
PD-0325901,1,1.25,1.1891891891891893,1.025,1.7,1.131578947368421,0.975609756097561,1.3142857142857143,1.25
Penfluridol,0,0.5,0.7142857142857143,1,3,11,11,11,11
Penfluridol,0.26,0.5,0.5,1.4,0.7142857142857143,11,11,11,Inf
Penfluridol,0.5,0.5,0.5,1,2,11,11,11,3
Penfluridol,0.85,0.5,0.5,0.7142857142857143,1,5,11,3,3
Penfluridol,1,0.5,0.7142857142857143,0.3333333333333333,0.7142857142857143,3,11,3,2
PENICILLIN V POTASSIUM,0,0.2857142857142857,1.25,1.25,0.8,2,3.5,3.5,8
PENICILLIN V POTASSIUM,0.26,0.8,0.8,0.5,0.8,2,2,3.5,8
PENICILLIN V POTASSIUM,0.5,0.2857142857142857,1.25,0.5,0.2857142857142857,1.25,1.25,2,8
PENICILLIN V POTASSIUM,0.85,0.8,0.8,0.2857142857142857,0.2857142857142857,1.25,1.25,2,8
PENICILLIN V POTASSIUM,1,0.5,1.25,0.2857142857142857,0.2857142857142857,0.5,0.8,2,8
Perhexiline,0,1,0.3333333333333333,1,1,1.6666666666666667,1.6666666666666667,1.4,1.1818181818181819
Perhexiline,0.26,1,0.4117647058823529,1,1,1.4,1.6666666666666667,1.4,1.4
Perhexiline,0.5,0.7142857142857143,0.3333333333333333,1,1.1818181818181819,1.4,1.6666666666666667,1.4,1.6666666666666667
Perhexiline,0.85,0.7142857142857143,0.6,1.6666666666666667,0.8461538461538461,1.6666666666666667,1.6666666666666667,2.4285714285714284,1.4
Perhexiline,1,0.7142857142857143,0.8461538461538461,1.1818181818181819,1.1818181818181819,1.4,1.6666666666666667,1.6666666666666667,1.4
Pevonedistat,0,23,0.7142857142857143,5,0.8461538461538461,23,23,0.6,23
Pevonedistat,0.26,7,0.7142857142857143,11,0.5,23,23,0.6,23
Pevonedistat,0.5,23,0.7142857142857143,2.4285714285714284,0.8461538461538461,23,23,0.6,23
Pevonedistat,0.85,Inf,0.4117647058823529,1.1818181818181819,0.8461538461538461,23,11,0.5,23
Pevonedistat,1,11,0.5,1.4,0.8461538461538461,23,11,0.5,23
PF-562271,0,1.1333333333333333,1.2857142857142858,0.7777777777777778,0.6,1.1333333333333333,1.1333333333333333,0.45454545454545453,0.8823529411764706
PF-562271,0.26,0.8823529411764706,1.2857142857142858,0.5238095238095238,0.7777777777777778,1.1333333333333333,1.1333333333333333,0.5238095238095238,1
PF-562271,0.5,0.8823529411764706,1,0.6,1.2857142857142858,1.2857142857142858,1.2857142857142858,0.6,0.8823529411764706
PF-562271,0.85,0.8823529411764706,1.4615384615384615,0.6842105263157895,0.6842105263157895,1.2857142857142858,1.2857142857142858,0.45454545454545453,1.2857142857142858
PF-562271,1,0.8823529411764706,1.4615384615384615,0.5238095238095238,0.7777777777777778,1.2857142857142858,1.4615384615384615,0.45454545454545453,1.1333333333333333
PF477736,0,0.42857142857142855,0.5384615384615384,4,0.8181818181818182,1.8571428571428572,1.5,1.8571428571428572,2.3333333333333335
PF477736,0.26,0.42857142857142855,0.42857142857142855,4,0.8181818181818182,1.8571428571428572,1.2222222222222223,2.3333333333333335,2.3333333333333335
PF477736,0.5,0.42857142857142855,0.42857142857142855,1.8571428571428572,0.8181818181818182,1.8571428571428572,1.2222222222222223,2.3333333333333335,3
PF477736,0.85,0.42857142857142855,0.5384615384615384,1.5,1,1.5,1.8571428571428572,4,3
PF477736,1,0.42857142857142855,0.5384615384615384,1.5,1,1.8571428571428572,2.3333333333333335,4,4
PHA-793887,0,1,0.05555555555555555,1.1111111111111112,0.52,1.2352941176470589,1.375,0.1875,2.4545454545454546
PHA-793887,0.26,1,0.02702702702702703,0.9,0.35714285714285715,1.2352941176470589,1.375,0.1875,2.4545454545454546
PHA-793887,0.5,1.2352941176470589,0.02702702702702703,0.9,0.9,1.375,1.375,0.22580645161290322,2.1666666666666665
PHA-793887,0.85,1,0.08571428571428572,0.35714285714285715,0.52,1.7142857142857142,1.375,0.26666666666666666,5.333333333333333
PHA-793887,1,0.9,0.11764705882352941,0.4074074074074074,0.52,1.7142857142857142,1.5333333333333334,0.3103448275862069,6.6
phylloquinone,0,0.4,0.4,0.16666666666666666,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,6
phylloquinone,0.26,0.16666666666666666,0.4,0.4,2.5,1.3333333333333333,1.3333333333333333,1.3333333333333333,6
phylloquinone,0.5,0.16666666666666666,0.4,0.75,2.5,1.3333333333333333,1.3333333333333333,1.3333333333333333,6
phylloquinone,0.85,0.16666666666666666,0.4,0.4,1.3333333333333333,2.5,2.5,0.75,6
phylloquinone,1,0.16666666666666666,0.75,0.4,0.75,2.5,2.5,0.75,6
PLX-4720,0,0.3157894736842105,1.2727272727272727,1.2727272727272727,1.0833333333333333,0.7857142857142857,0.9230769230769231,1.7777777777777777,0.47058823529411764
PLX-4720,0.26,0.3157894736842105,1.5,1.2727272727272727,1.2727272727272727,0.7857142857142857,0.9230769230769231,2.125,0.47058823529411764
PLX-4720,0.5,0.3157894736842105,1.5,0.9230769230769231,0.5625,0.7857142857142857,0.9230769230769231,2.5714285714285716,0.47058823529411764
PLX-4720,0.85,0.19047619047619047,1.2727272727272727,0.9230769230769231,0.6666666666666666,1.0833333333333333,1.0833333333333333,3.1666666666666665,0.47058823529411764
PLX-4720,1,0.25,1.2727272727272727,0.7857142857142857,0.6666666666666666,1.0833333333333333,1.0833333333333333,3.1666666666666665,0.5625
Podofilox,0,0.125,0.2857142857142857,17,0.125,8,5,1,Inf
Podofilox,0.26,0.125,0.6363636363636364,5,0.2,8,5,0.8,Inf
Podofilox,0.5,0.2857142857142857,0.8,1.25,0.5,8,5,1,17
Podofilox,0.85,0.2857142857142857,2,0.6363636363636364,0.5,5,5,1.5714285714285714,Inf
Podofilox,1,0.38461538461538464,3.5,0.38461538461538464,0.5,5,5,2.6,17
QL47,0,0.2,0.2,1.1818181818181819,2.4285714285714284,5,5,23,7
QL47,0.26,0.09090909090909091,0.2631578947368421,1.6666666666666667,1,5,5,23,7
QL47,0.5,0.2,0.3333333333333333,1.4,1.1818181818181819,5,5,23,7
QL47,0.85,0.4117647058823529,0.6,1.1818181818181819,1.1818181818181819,11,7,7,7
QL47,1,0.5,0.7142857142857143,1.1818181818181819,1,23,11,3.8,7
Quizartinib,0,0.9230769230769231,0.47058823529411764,0.5625,1.2727272727272727,7.333333333333333,5.25,2.5714285714285716,2.125
Quizartinib,0.26,0.9230769230769231,0.3157894736842105,0.6666666666666666,0.9230769230769231,7.333333333333333,5.25,2.5714285714285716,2.5714285714285716
Quizartinib,0.5,0.7857142857142857,0.5625,0.6666666666666666,1.7777777777777777,7.333333333333333,7.333333333333333,3.1666666666666665,2.125
Quizartinib,0.85,0.7857142857142857,0.5625,0.47058823529411764,1.0833333333333333,11.5,11.5,4,2.5714285714285716
Quizartinib,1,0.9230769230769231,0.5625,0.5625,1.2727272727272727,7.333333333333333,11.5,2.5714285714285716,4
Raloxifene,0,2.357142857142857,0.23684210526315788,0.9583333333333334,0.5161290322580645,4.875,4.222222222222222,0.8076923076923077,4.875
Raloxifene,0.26,1.9375,0.11904761904761904,1.2380952380952381,0.23684210526315788,4.875,4.222222222222222,1.0434782608695652,5.714285714285714
Raloxifene,0.5,2.9166666666666665,0.09302325581395349,0.7407407407407407,0.3055555555555556,3.7,4.222222222222222,1.2380952380952381,5.714285714285714
Raloxifene,0.85,1.0434782608695652,0.14634146341463414,0.7407407407407407,0.42424242424242425,4.222222222222222,4.222222222222222,1.0434782608695652,4.875
Raloxifene,1,1.6111111111111112,0.14634146341463414,1.0434782608695652,0.46875,3.7,4.875,0.6785714285714286,3.7
Rifabutin,0,0,0.6666666666666666,1,0,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.5
Rifabutin,0.26,0,0.6666666666666666,1,0.42857142857142855,0.6666666666666666,0.6666666666666666,2.3333333333333335,1.5
Rifabutin,0.5,0,0.42857142857142855,2.3333333333333335,1,0.6666666666666666,0.6666666666666666,1.5,1.5
Rifabutin,0.85,0.1111111111111111,1,1,0.6666666666666666,0.6666666666666666,1,1,1.5
Rifabutin,1,0.1111111111111111,1,1,1,0.6666666666666666,1.5,1,1
Roquinimex,0,0.25,1,0.6666666666666666,4,4,9,9,9
Roquinimex,0.26,0.42857142857142855,0.42857142857142855,1,4,4,9,4,9
Roquinimex,0.5,0.42857142857142855,1.5,1.5,4,2.3333333333333335,9,4,9
Roquinimex,0.85,0.42857142857142855,1.5,0.42857142857142855,4,9,9,4,9
Roquinimex,1,0.42857142857142855,1.5,0.42857142857142855,4,2.3333333333333335,9,4,9
Rottlerin,0,1.7142857142857142,0.7272727272727273,2.1666666666666665,1.375,Inf,Inf,3.75,Inf
Rottlerin,0.26,2.1666666666666665,0.7272727272727273,2.1666666666666665,1.7142857142857142,Inf,Inf,3.75,Inf
Rottlerin,0.5,2.1666666666666665,0.9,1.375,3.75,Inf,Inf,2.8,Inf
Rottlerin,0.85,1.7142857142857142,1.375,2.1666666666666665,1.375,18,Inf,3.75,Inf
Rottlerin,1,1.375,1.375,2.1666666666666665,2.1666666666666665,18,Inf,2.8,18
Ruxolitinib,0,0.6428571428571429,0.35294117647058826,0.6428571428571429,1.3,0.9166666666666666,1.3,1.5555555555555556,1.5555555555555556
Ruxolitinib,0.26,0.6428571428571429,0.5333333333333333,0.6428571428571429,1.0909090909090908,0.9166666666666666,1.0909090909090908,1.5555555555555556,1.3
Ruxolitinib,0.5,0.7692307692307693,0.6428571428571429,0.4375,0.9166666666666666,0.9166666666666666,1.3,1.3,1.875
Ruxolitinib,0.85,0.6428571428571429,0.7692307692307693,0.2777777777777778,0.2777777777777778,1.3,1.3,1.3,1.3
Ruxolitinib,1,0.9166666666666666,0.7692307692307693,0.2777777777777778,0.2777777777777778,0.9166666666666666,1.875,0.9166666666666666,1.5555555555555556
SB743921,0,0.1,0,Inf,0,0.375,0.2222222222222222,2.6666666666666665,0.5714285714285714
SB743921,0.26,0.1,0.375,Inf,0.1,0.375,0.375,2.6666666666666665,0.2222222222222222
SB743921,0.5,0.1,0.5714285714285714,0.8333333333333334,0,0.8333333333333334,0.2222222222222222,2.6666666666666665,0.2222222222222222
SB743921,0.85,0.1,2.6666666666666665,0.375,0,10,0.8333333333333334,4.5,1.2
SB743921,1,0.1,4.5,0.5714285714285714,0,Inf,1.2,10,1.2
